id,actor_id,year,energy_consumption_EJ
BP_review2022:energy-consumption:CY:1970,CY,1970,0.028817385
BP_review2022:energy-consumption:CY:1971,CY,1971,0.034374652000000006
BP_review2022:energy-consumption:CY:1972,CY,1972,0.038653286
BP_review2022:energy-consumption:CY:1973,CY,1973,0.041469013000000006
BP_review2022:energy-consumption:CY:1974,CY,1974,0.036767102999999995
BP_review2022:energy-consumption:CY:1975,CY,1975,0.030708828000000004
BP_review2022:energy-consumption:CY:1976,CY,1976,0.031223014
BP_review2022:energy-consumption:CY:1977,CY,1977,0.035269141
BP_review2022:energy-consumption:CY:1978,CY,1978,0.036160147000000004
BP_review2022:energy-consumption:CY:1979,CY,1979,0.0366942
BP_review2022:energy-consumption:CY:1980,CY,1980,0.037003194
BP_review2022:energy-consumption:CY:1981,CY,1981,0.035482297
BP_review2022:energy-consumption:CY:1982,CY,1982,0.04252965100000001
BP_review2022:energy-consumption:CY:1983,CY,1983,0.044750447
BP_review2022:energy-consumption:CY:1984,CY,1984,0.045404960000000015
BP_review2022:energy-consumption:CY:1985,CY,1985,0.048835367000000005
BP_review2022:energy-consumption:CY:1986,CY,1986,0.050916378000000005
BP_review2022:energy-consumption:CY:1987,CY,1987,0.062210971000000004
BP_review2022:energy-consumption:CY:1988,CY,1988,0.06424202100000001
BP_review2022:energy-consumption:CY:1989,CY,1989,0.06592331700000001
BP_review2022:energy-consumption:CY:1990,CY,1990,0.06938832900000001
BP_review2022:energy-consumption:CY:1991,CY,1991,0.070243764
BP_review2022:energy-consumption:CY:1992,CY,1992,0.082068048
BP_review2022:energy-consumption:CY:1993,CY,1993,0.08528464000000001
BP_review2022:energy-consumption:CY:1994,CY,1994,0.08543649700000003
BP_review2022:energy-consumption:CY:1995,CY,1995,0.09083042300000001
BP_review2022:energy-consumption:CY:1996,CY,1996,0.092177344
BP_review2022:energy-consumption:CY:1997,CY,1997,0.09306584199999998
BP_review2022:energy-consumption:CY:1998,CY,1998,0.09880778
BP_review2022:energy-consumption:CY:1999,CY,1999,0.10397044400000001
BP_review2022:energy-consumption:CY:2000,CY,2000,0.10893997899999999
BP_review2022:energy-consumption:CY:2001,CY,2001,0.11019475000000001
BP_review2022:energy-consumption:CY:2002,CY,2002,0.10866937100000003
BP_review2022:energy-consumption:CY:2003,CY,2003,0.11551788200000002
BP_review2022:energy-consumption:CY:2004,CY,2004,0.11242210932997741
BP_review2022:energy-consumption:CY:2005,CY,2005,0.12597402993425888
BP_review2022:energy-consumption:CY:2006,CY,2006,0.12388295394203606
BP_review2022:energy-consumption:CY:2007,CY,2007,0.12595176930120958
BP_review2022:energy-consumption:CY:2008,CY,2008,0.129079042362519
BP_review2022:energy-consumption:CY:2009,CY,2009,0.12601283256134146
BP_review2022:energy-consumption:CY:2010,CY,2010,0.12260172325090415
BP_review2022:energy-consumption:CY:2011,CY,2011,0.12141050669310446
BP_review2022:energy-consumption:CY:2012,CY,2012,0.1137778794167742
BP_review2022:energy-consumption:CY:2013,CY,2013,0.10180243529318304
BP_review2022:energy-consumption:CY:2014,CY,2014,0.10185982605163088
BP_review2022:energy-consumption:CY:2015,CY,2015,0.10506411226634296
BP_review2022:energy-consumption:CY:2016,CY,2016,0.11425297602916853
BP_review2022:energy-consumption:CY:2017,CY,2017,0.11734447209022293
BP_review2022:energy-consumption:CY:2018,CY,2018,0.11686371426297115
BP_review2022:energy-consumption:CY:2019,CY,2019,0.11697660362891303
BP_review2022:energy-consumption:CY:2020,CY,2020,0.10181273855578672
BP_review2022:energy-consumption:CY:2021,CY,2021,0.10727587352912427
BP_review2022:energy-consumption:CZ:1965,CZ,1965,1.6876014010322582
BP_review2022:energy-consumption:CZ:1966,CZ,1966,1.700224245483871
BP_review2022:energy-consumption:CZ:1967,CZ,1967,1.6737845888709681
BP_review2022:energy-consumption:CZ:1968,CZ,1968,1.745611863967742
BP_review2022:energy-consumption:CZ:1969,CZ,1969,1.8199188111935487
BP_review2022:energy-consumption:CZ:1970,CZ,1970,1.896737456387097
BP_review2022:energy-consumption:CZ:1971,CZ,1971,1.9933241128387098
BP_review2022:energy-consumption:CZ:1972,CZ,1972,2.004643497870968
BP_review2022:energy-consumption:CZ:1973,CZ,1973,2.016592568354839
BP_review2022:energy-consumption:CZ:1974,CZ,1974,2.038217292387097
BP_review2022:energy-consumption:CZ:1975,CZ,1975,2.121478500580645
BP_review2022:energy-consumption:CZ:1976,CZ,1976,2.1806232062258064
BP_review2022:energy-consumption:CZ:1977,CZ,1977,2.2523346422580643
BP_review2022:energy-consumption:CZ:1978,CZ,1978,2.2838493631612904
BP_review2022:energy-consumption:CZ:1979,CZ,1979,2.30799373583871
BP_review2022:energy-consumption:CZ:1980,CZ,1980,2.235008626935484
BP_review2022:energy-consumption:CZ:1981,CZ,1981,2.2184109534193546
BP_review2022:energy-consumption:CZ:1982,CZ,1982,2.1924164013548393
BP_review2022:energy-consumption:CZ:1983,CZ,1983,2.1959189646881723
BP_review2022:energy-consumption:CZ:1984,CZ,1984,2.2690876509677422
BP_review2022:energy-consumption:CZ:1985,CZ,1985,2.273435407387097
BP_review2022:energy-consumption:CZ:1986,CZ,1986,2.298792072172043
BP_review2022:energy-consumption:CZ:1987,CZ,1987,2.351718391903226
BP_review2022:energy-consumption:CZ:1988,CZ,1988,2.3620088738172047
BP_review2022:energy-consumption:CZ:1989,CZ,1989,2.289600188634409
BP_review2022:energy-consumption:CZ:1990,CZ,1990,1.968278538162968
BP_review2022:energy-consumption:CZ:1991,CZ,1991,1.791500651783226
BP_review2022:energy-consumption:CZ:1992,CZ,1992,1.7387258691298901
BP_review2022:energy-consumption:CZ:1993,CZ,1993,1.7248348869535046
BP_review2022:energy-consumption:CZ:1994,CZ,1994,1.67931621050406
BP_review2022:energy-consumption:CZ:1995,CZ,1995,1.75037023618227
BP_review2022:energy-consumption:CZ:1996,CZ,1996,1.810518988416769
BP_review2022:energy-consumption:CZ:1997,CZ,1997,1.7363516979211893
BP_review2022:energy-consumption:CZ:1998,CZ,1998,1.6857724151537818
BP_review2022:energy-consumption:CZ:1999,CZ,1999,1.616425064559865
BP_review2022:energy-consumption:CZ:2000,CZ,2000,1.708123987836551
BP_review2022:energy-consumption:CZ:2001,CZ,2001,1.7468803774279558
BP_review2022:energy-consumption:CZ:2002,CZ,2002,1.7522108484687529
BP_review2022:energy-consumption:CZ:2003,CZ,2003,1.8523738068752502
BP_review2022:energy-consumption:CZ:2004,CZ,2004,1.8986441410854238
BP_review2022:energy-consumption:CZ:2005,CZ,2005,1.869716608646413
BP_review2022:energy-consumption:CZ:2006,CZ,2006,1.9059771830137262
BP_review2022:energy-consumption:CZ:2007,CZ,2007,1.885145252132742
BP_review2022:energy-consumption:CZ:2008,CZ,2008,1.8491131339786067
BP_review2022:energy-consumption:CZ:2009,CZ,2009,1.7742754164013548
BP_review2022:energy-consumption:CZ:2010,CZ,2010,1.8489489535571115
BP_review2022:energy-consumption:CZ:2011,CZ,2011,1.8081952742406664
BP_review2022:energy-consumption:CZ:2012,CZ,2012,1.7991263507961373
BP_review2022:energy-consumption:CZ:2013,CZ,2013,1.7655886411185837
BP_review2022:energy-consumption:CZ:2014,CZ,2014,1.7276967503522629
BP_review2022:energy-consumption:CZ:2015,CZ,2015,1.694533991555965
BP_review2022:energy-consumption:CZ:2016,CZ,2016,1.671495861650497
BP_review2022:energy-consumption:CZ:2017,CZ,2017,1.7477199342310192
BP_review2022:energy-consumption:CZ:2018,CZ,2018,1.742159766517427
BP_review2022:energy-consumption:CZ:2019,CZ,2019,1.7203155097617258
BP_review2022:energy-consumption:CZ:2020,CZ,2020,1.5915451751379444
BP_review2022:energy-consumption:CZ:2021,CZ,2021,1.6776675600254842
BP_review2022:energy-consumption:DE:1965,DE,1965,10.689455901695965
BP_review2022:energy-consumption:DE:1966,DE,1966,10.717204632098081
BP_review2022:energy-consumption:DE:1967,DE,1967,10.689952909581553
BP_review2022:energy-consumption:DE:1968,DE,1968,11.413485674333703
BP_review2022:energy-consumption:DE:1969,DE,1969,12.31120081333954
BP_review2022:energy-consumption:DE:1970,DE,1970,12.99965971758953
BP_review2022:energy-consumption:DE:1971,DE,1971,13.116804672394043
BP_review2022:energy-consumption:DE:1972,DE,1972,13.572801491315023
BP_review2022:energy-consumption:DE:1973,DE,1973,14.354475392367291
BP_review2022:energy-consumption:DE:1974,DE,1974,14.104898906397946
BP_review2022:energy-consumption:DE:1975,DE,1975,13.55244427043817
BP_review2022:energy-consumption:DE:1976,DE,1976,14.460856175346592
BP_review2022:energy-consumption:DE:1977,DE,1977,14.425885731178953
BP_review2022:energy-consumption:DE:1978,DE,1978,14.947836361285974
BP_review2022:energy-consumption:DE:1979,DE,1979,15.778471107126087
BP_review2022:energy-consumption:DE:1980,DE,1980,15.261236908449884
BP_review2022:energy-consumption:DE:1981,DE,1981,14.786040196626585
BP_review2022:energy-consumption:DE:1982,DE,1982,14.264966918069039
BP_review2022:energy-consumption:DE:1983,DE,1983,14.466641713981442
BP_review2022:energy-consumption:DE:1984,DE,1984,15.001167761342794
BP_review2022:energy-consumption:DE:1985,DE,1985,15.445183252510212
BP_review2022:energy-consumption:DE:1986,DE,1986,15.316833720118964
BP_review2022:energy-consumption:DE:1987,DE,1987,15.448241313171863
BP_review2022:energy-consumption:DE:1988,DE,1988,15.500755576545867
BP_review2022:energy-consumption:DE:1989,DE,1989,15.336682963270887
BP_review2022:energy-consumption:DE:1990,DE,1990,15.093509452924737
BP_review2022:energy-consumption:DE:1991,DE,1991,14.726313898989247
BP_review2022:energy-consumption:DE:1992,DE,1992,14.433615309187315
BP_review2022:energy-consumption:DE:1993,DE,1993,14.369495404120643
BP_review2022:energy-consumption:DE:1994,DE,1994,14.235018939167842
BP_review2022:energy-consumption:DE:1995,DE,1995,14.309261996272095
BP_review2022:energy-consumption:DE:1996,DE,1996,14.781044499901654
BP_review2022:energy-consumption:DE:1997,DE,1997,14.591473661927067
BP_review2022:energy-consumption:DE:1998,DE,1998,14.470673958452664
BP_review2022:energy-consumption:DE:1999,DE,1999,14.268817276836934
BP_review2022:energy-consumption:DE:2000,DE,2000,14.357445154756373
BP_review2022:energy-consumption:DE:2001,DE,2001,14.626077307708377
BP_review2022:energy-consumption:DE:2002,DE,2002,14.442202579463446
BP_review2022:energy-consumption:DE:2003,DE,2003,14.437695430746896
BP_review2022:energy-consumption:DE:2004,DE,2004,14.435615532061503
BP_review2022:energy-consumption:DE:2005,DE,2005,14.265472824270901
BP_review2022:energy-consumption:DE:2006,DE,2006,14.624583792776196
BP_review2022:energy-consumption:DE:2007,DE,2007,14.01632897857269
BP_review2022:energy-consumption:DE:2008,DE,2008,14.164780573705857
BP_review2022:energy-consumption:DE:2009,DE,2009,13.291848756957442
BP_review2022:energy-consumption:DE:2010,DE,2010,13.849740679331683
BP_review2022:energy-consumption:DE:2011,DE,2011,13.358110761662864
BP_review2022:energy-consumption:DE:2012,DE,2012,13.542893116739004
BP_review2022:energy-consumption:DE:2013,DE,2013,13.926669715511075
BP_review2022:energy-consumption:DE:2014,DE,2014,13.348979909089046
BP_review2022:energy-consumption:DE:2015,DE,2015,13.602316191231566
BP_review2022:energy-consumption:DE:2016,DE,2016,13.825842507656803
BP_review2022:energy-consumption:DE:2017,DE,2017,14.005308187887014
BP_review2022:energy-consumption:DE:2018,DE,2018,13.654258362229868
BP_review2022:energy-consumption:DE:2019,DE,2019,13.302726634360452
BP_review2022:energy-consumption:DE:2020,DE,2020,12.356541053591837
BP_review2022:energy-consumption:DE:2021,DE,2021,12.641713802531875
BP_review2022:energy-consumption:DK:1965,DK,1965,0.5983497848322581
BP_review2022:energy-consumption:DK:1966,DK,1966,0.6806138605935484
BP_review2022:energy-consumption:DK:1967,DK,1967,0.684444522232258
BP_review2022:energy-consumption:DK:1968,DK,1968,0.7152006879870968
BP_review2022:energy-consumption:DK:1969,DK,1969,0.8209677469483871
BP_review2022:energy-consumption:DK:1970,DK,1970,0.8747619248709678
BP_review2022:energy-consumption:DK:1971,DK,1971,0.8266865578709678
BP_review2022:energy-consumption:DK:1972,DK,1972,0.8724321876709676
BP_review2022:energy-consumption:DK:1973,DK,1973,0.8440904250709678
BP_review2022:energy-consumption:DK:1974,DK,1974,0.7679300522709679
BP_review2022:energy-consumption:DK:1975,DK,1975,0.7568621155870969
BP_review2022:energy-consumption:DK:1976,DK,1976,0.8331954378645162
BP_review2022:energy-consumption:DK:1977,DK,1977,0.8502813629935486
BP_review2022:energy-consumption:DK:1978,DK,1978,0.8626269136387097
BP_review2022:energy-consumption:DK:1979,DK,1979,0.8608990614451614
BP_review2022:energy-consumption:DK:1980,DK,1980,0.8386592477935484
BP_review2022:energy-consumption:DK:1981,DK,1981,0.7532905374193548
BP_review2022:energy-consumption:DK:1982,DK,1982,0.7199797476709677
BP_review2022:energy-consumption:DK:1983,DK,1983,0.6844089368451615
BP_review2022:energy-consumption:DK:1984,DK,1984,0.6958536898967742
BP_review2022:energy-consumption:DK:1985,DK,1985,0.7841365758580644
BP_review2022:energy-consumption:DK:1986,DK,1986,0.8015165973806452
BP_review2022:energy-consumption:DK:1987,DK,1987,0.7727066234387097
BP_review2022:energy-consumption:DK:1988,DK,1988,0.7643024714774194
BP_review2022:energy-consumption:DK:1989,DK,1989,0.7049323091612903
BP_review2022:energy-consumption:DK:1990,DK,1990,0.7270596237032259
BP_review2022:energy-consumption:DK:1991,DK,1991,0.8382733705775562
BP_review2022:energy-consumption:DK:1992,DK,1992,0.78529246265194
BP_review2022:energy-consumption:DK:1993,DK,1993,0.8326934561897734
BP_review2022:energy-consumption:DK:1994,DK,1994,0.8930013513411441
BP_review2022:energy-consumption:DK:1995,DK,1995,0.8770308114779277
BP_review2022:energy-consumption:DK:1996,DK,1996,1.0436000581417146
BP_review2022:energy-consumption:DK:1997,DK,1997,0.9467926789745048
BP_review2022:energy-consumption:DK:1998,DK,1998,0.9132887711971371
BP_review2022:energy-consumption:DK:1999,DK,1999,0.8857759915620184
BP_review2022:energy-consumption:DK:2000,DK,2000,0.8514698393759987
BP_review2022:energy-consumption:DK:2001,DK,2001,0.853979386216654
BP_review2022:energy-consumption:DK:2002,DK,2002,0.8523196147348375
BP_review2022:energy-consumption:DK:2003,DK,2003,0.9188372135712172
BP_review2022:energy-consumption:DK:2004,DK,2004,0.8699463099788106
BP_review2022:energy-consumption:DK:2005,DK,2005,0.8400421229877019
BP_review2022:energy-consumption:DK:2006,DK,2006,0.9246079194784922
BP_review2022:energy-consumption:DK:2007,DK,2007,0.8773924645627169
BP_review2022:energy-consumption:DK:2008,DK,2008,0.8445596569830681
BP_review2022:energy-consumption:DK:2009,DK,2009,0.7949225403304607
BP_review2022:energy-consumption:DK:2010,DK,2010,0.8376001171898456
BP_review2022:energy-consumption:DK:2011,DK,2011,0.7919059114902312
BP_review2022:energy-consumption:DK:2012,DK,2012,0.734043939531534
BP_review2022:energy-consumption:DK:2013,DK,2013,0.7667413746971975
BP_review2022:energy-consumption:DK:2014,DK,2014,0.7426541282409423
BP_review2022:energy-consumption:DK:2015,DK,2015,0.7176396297266264
BP_review2022:energy-consumption:DK:2016,DK,2016,0.7241993172681346
BP_review2022:energy-consumption:DK:2017,DK,2017,0.7286229551523232
BP_review2022:energy-consumption:DK:2018,DK,2018,0.717962642363301
BP_review2022:energy-consumption:DK:2019,DK,2019,0.7041352615529941
BP_review2022:energy-consumption:DK:2020,DK,2020,0.6272615221528439
BP_review2022:energy-consumption:DK:2021,DK,2021,0.6715601588461494
BP_review2022:energy-consumption:DZ:1965,DZ,1965,0.08939753151612904
BP_review2022:energy-consumption:DZ:1966,DZ,1966,0.10739709525806453
BP_review2022:energy-consumption:DZ:1967,DZ,1967,0.10169066412903224
BP_review2022:energy-consumption:DZ:1968,DZ,1968,0.1092419508064516
BP_review2022:energy-consumption:DZ:1969,DZ,1969,0.12074108622580643
BP_review2022:energy-consumption:DZ:1970,DZ,1970,0.13233203854838707
BP_review2022:energy-consumption:DZ:1971,DZ,1971,0.14303824822580646
BP_review2022:energy-consumption:DZ:1972,DZ,1972,0.16073225583870968
BP_review2022:energy-consumption:DZ:1973,DZ,1973,0.19170244229032257
BP_review2022:energy-consumption:DZ:1974,DZ,1974,0.21207216416129035
BP_review2022:energy-consumption:DZ:1975,DZ,1975,0.2533308479032258
BP_review2022:energy-consumption:DZ:1976,DZ,1976,0.2955676007419355
BP_review2022:energy-consumption:DZ:1977,DZ,1977,0.3247653733870967
BP_review2022:energy-consumption:DZ:1978,DZ,1978,0.40810129932258066
BP_review2022:energy-consumption:DZ:1979,DZ,1979,0.534744759935484
BP_review2022:energy-consumption:DZ:1980,DZ,1980,0.6377146064516129
BP_review2022:energy-consumption:DZ:1981,DZ,1981,0.7746702510322582
BP_review2022:energy-consumption:DZ:1982,DZ,1982,0.8932036162580644
BP_review2022:energy-consumption:DZ:1983,DZ,1983,0.9754799889032257
BP_review2022:energy-consumption:DZ:1984,DZ,1984,0.936706303903226
BP_review2022:energy-consumption:DZ:1985,DZ,1985,0.9442676811935484
BP_review2022:energy-consumption:DZ:1986,DZ,1986,0.9989659853225807
BP_review2022:energy-consumption:DZ:1987,DZ,1987,1.026605165483871
BP_review2022:energy-consumption:DZ:1988,DZ,1988,1.099518579516129
BP_review2022:energy-consumption:DZ:1989,DZ,1989,1.069445774451613
BP_review2022:energy-consumption:DZ:1990,DZ,1990,1.1339054257741936
BP_review2022:energy-consumption:DZ:1991,DZ,1991,1.1235423022580646
BP_review2022:energy-consumption:DZ:1992,DZ,1992,1.1528167910967744
BP_review2022:energy-consumption:DZ:1993,DZ,1993,1.072781941935484
BP_review2022:energy-consumption:DZ:1994,DZ,1994,1.0869159817741936
BP_review2022:energy-consumption:DZ:1995,DZ,1995,1.1273213941290323
BP_review2022:energy-consumption:DZ:1996,DZ,1996,1.1157290397741935
BP_review2022:energy-consumption:DZ:1997,DZ,1997,1.0722951130967742
BP_review2022:energy-consumption:DZ:1998,DZ,1998,1.1100563666774192
BP_review2022:energy-consumption:DZ:1999,DZ,1999,1.1211630287419354
BP_review2022:energy-consumption:DZ:2000,DZ,2000,1.0798043207096775
BP_review2022:energy-consumption:DZ:2001,DZ,2001,1.1189266785437788
BP_review2022:energy-consumption:DZ:2002,DZ,2002,1.1590219018491155
BP_review2022:energy-consumption:DZ:2003,DZ,2003,1.212919626362283
BP_review2022:energy-consumption:DZ:2004,DZ,2004,1.2592000886944728
BP_review2022:energy-consumption:DZ:2005,DZ,2005,1.318577520575892
BP_review2022:energy-consumption:DZ:2006,DZ,2006,1.3651921469629338
BP_review2022:energy-consumption:DZ:2007,DZ,2007,1.4387031480372972
BP_review2022:energy-consumption:DZ:2008,DZ,2008,1.5248049402199548
BP_review2022:energy-consumption:DZ:2009,DZ,2009,1.6158936310967742
BP_review2022:energy-consumption:DZ:2010,DZ,2010,1.5803816364801109
BP_review2022:energy-consumption:DZ:2011,DZ,2011,1.6721578183264163
BP_review2022:energy-consumption:DZ:2012,DZ,2012,1.8276187084577993
BP_review2022:energy-consumption:DZ:2013,DZ,2013,1.933116527920715
BP_review2022:energy-consumption:DZ:2014,DZ,2014,2.1082078211500868
BP_review2022:energy-consumption:DZ:2015,DZ,2015,2.223065207302304
BP_review2022:energy-consumption:DZ:2016,DZ,2016,2.221185042853613
BP_review2022:energy-consumption:DZ:2017,DZ,2017,2.2456607864483873
BP_review2022:energy-consumption:DZ:2018,DZ,2018,2.416901325537521
BP_review2022:energy-consumption:DZ:2019,DZ,2019,2.5015852601172006
BP_review2022:energy-consumption:DZ:2020,DZ,2020,2.3558886341899328
BP_review2022:energy-consumption:DZ:2021,DZ,2021,2.4645026782963573
BP_review2022:energy-consumption:EC:1965,EC,1965,0.03116494016129032
BP_review2022:energy-consumption:EC:1966,EC,1966,0.03280496896774194
BP_review2022:energy-consumption:EC:1967,EC,1967,0.035494703645161295
BP_review2022:energy-consumption:EC:1968,EC,1968,0.041911324903225806
BP_review2022:energy-consumption:EC:1969,EC,1969,0.04452982170967742
BP_review2022:energy-consumption:EC:1970,EC,1970,0.053182891322580646
BP_review2022:energy-consumption:EC:1971,EC,1971,0.05843287996774193
BP_review2022:energy-consumption:EC:1972,EC,1972,0.06105319777419355
BP_review2022:energy-consumption:EC:1973,EC,1973,0.06534705216129032
BP_review2022:energy-consumption:EC:1974,EC,1974,0.07627600864516129
BP_review2022:energy-consumption:EC:1975,EC,1975,0.07724988729032259
BP_review2022:energy-consumption:EC:1976,EC,1976,0.08504905558064516
BP_review2022:energy-consumption:EC:1977,EC,1977,0.10113633200000001
BP_review2022:energy-consumption:EC:1978,EC,1978,0.10578225858064519
BP_review2022:energy-consumption:EC:1979,EC,1979,0.11015294035483872
BP_review2022:energy-consumption:EC:1980,EC,1980,0.13974526064516127
BP_review2022:energy-consumption:EC:1981,EC,1981,0.15499820264516131
BP_review2022:energy-consumption:EC:1982,EC,1982,0.17032459535483865
BP_review2022:energy-consumption:EC:1983,EC,1983,0.16681963358064517
BP_review2022:energy-consumption:EC:1984,EC,1984,0.18565467045161294
BP_review2022:energy-consumption:EC:1985,EC,1985,0.21948581987096777
BP_review2022:energy-consumption:EC:1986,EC,1986,0.23006101009677418
BP_review2022:energy-consumption:EC:1987,EC,1987,0.23711546309677417
BP_review2022:energy-consumption:EC:1988,EC,1988,0.2738564933870968
BP_review2022:energy-consumption:EC:1989,EC,1989,0.2824111330322581
BP_review2022:energy-consumption:EC:1990,EC,1990,0.2915355749465033
BP_review2022:energy-consumption:EC:1991,EC,1991,0.32197932219623265
BP_review2022:energy-consumption:EC:1992,EC,1992,0.3203258428039734
BP_review2022:energy-consumption:EC:1993,EC,1993,0.3320331249198177
BP_review2022:energy-consumption:EC:1994,EC,1994,0.36116183156174964
BP_review2022:energy-consumption:EC:1995,EC,1995,0.3413455299716041
BP_review2022:energy-consumption:EC:1996,EC,1996,0.38848863092141905
BP_review2022:energy-consumption:EC:1997,EC,1997,0.43279642726041756
BP_review2022:energy-consumption:EC:1998,EC,1998,0.43503856185732526
BP_review2022:energy-consumption:EC:1999,EC,1999,0.396830535072142
BP_review2022:energy-consumption:EC:2000,EC,2000,0.3748637485739588
BP_review2022:energy-consumption:EC:2001,EC,2001,0.379738656800851
BP_review2022:energy-consumption:EC:2002,EC,2002,0.37479373170622254
BP_review2022:energy-consumption:EC:2003,EC,2003,0.38378671587687185
BP_review2022:energy-consumption:EC:2004,EC,2004,0.41060136822728055
BP_review2022:energy-consumption:EC:2005,EC,2005,0.4346092577372199
BP_review2022:energy-consumption:EC:2006,EC,2006,0.45966843414573083
BP_review2022:energy-consumption:EC:2007,EC,2007,0.48330919507403003
BP_review2022:energy-consumption:EC:2008,EC,2008,0.5158263578653577
BP_review2022:energy-consumption:EC:2009,EC,2009,0.5032984224876265
BP_review2022:energy-consumption:EC:2010,EC,2010,0.5586991984176709
BP_review2022:energy-consumption:EC:2011,EC,2011,0.5927194752866651
BP_review2022:energy-consumption:EC:2012,EC,2012,0.6261603540180647
BP_review2022:energy-consumption:EC:2013,EC,2013,0.6462329421077443
BP_review2022:energy-consumption:EC:2014,EC,2014,0.6788273696164357
BP_review2022:energy-consumption:EC:2015,EC,2015,0.6769661239687708
BP_review2022:energy-consumption:EC:2016,EC,2016,0.6746538247449837
BP_review2022:energy-consumption:EC:2017,EC,2017,0.700439174933106
BP_review2022:energy-consumption:EC:2018,EC,2018,0.7412124490983217
BP_review2022:energy-consumption:EC:2019,EC,2019,0.7607045043584842
BP_review2022:energy-consumption:EC:2020,EC,2020,0.656447823980372
BP_review2022:energy-consumption:EC:2021,EC,2021,0.7622306349651385
BP_review2022:energy-consumption:EE:1965,EE,1965,0.0
BP_review2022:energy-consumption:EE:1966,EE,1966,0.0
BP_review2022:energy-consumption:EE:1967,EE,1967,0.0
BP_review2022:energy-consumption:EE:1968,EE,1968,0.0
BP_review2022:energy-consumption:EE:1969,EE,1969,0.0
BP_review2022:energy-consumption:EE:1970,EE,1970,0.0
BP_review2022:energy-consumption:EE:1971,EE,1971,0.0
BP_review2022:energy-consumption:EE:1972,EE,1972,0.0
BP_review2022:energy-consumption:EE:1973,EE,1973,0.0
BP_review2022:energy-consumption:EE:1974,EE,1974,0.0
BP_review2022:energy-consumption:EE:1975,EE,1975,0.0
BP_review2022:energy-consumption:EE:1976,EE,1976,0.0
BP_review2022:energy-consumption:EE:1977,EE,1977,0.0
BP_review2022:energy-consumption:EE:1978,EE,1978,0.0
BP_review2022:energy-consumption:EE:1979,EE,1979,0.0
BP_review2022:energy-consumption:EE:1980,EE,1980,0.0
BP_review2022:energy-consumption:EE:1981,EE,1981,0.0
BP_review2022:energy-consumption:EE:1982,EE,1982,0.0
BP_review2022:energy-consumption:EE:1983,EE,1983,0.0
BP_review2022:energy-consumption:EE:1984,EE,1984,0.0
BP_review2022:energy-consumption:EE:1985,EE,1985,0.4264294033868403
BP_review2022:energy-consumption:EE:1986,EE,1986,0.4243782708751901
BP_review2022:energy-consumption:EE:1987,EE,1987,0.4307988593041213
BP_review2022:energy-consumption:EE:1988,EE,1988,0.4234783134713336
BP_review2022:energy-consumption:EE:1989,EE,1989,0.4364102058191722
BP_review2022:energy-consumption:EE:1990,EE,1990,0.4592538120614227
BP_review2022:energy-consumption:EE:1991,EE,1991,0.42023551990575847
BP_review2022:energy-consumption:EE:1992,EE,1992,0.29299674464000003
BP_review2022:energy-consumption:EE:1993,EE,1993,0.243312939148
BP_review2022:energy-consumption:EE:1994,EE,1994,0.24673969076000002
BP_review2022:energy-consumption:EE:1995,EE,1995,0.2237966372209032
BP_review2022:energy-consumption:EE:1996,EE,1996,0.23764511832141938
BP_review2022:energy-consumption:EE:1997,EE,1997,0.234099209423871
BP_review2022:energy-consumption:EE:1998,EE,1998,0.20999207034580647
BP_review2022:energy-consumption:EE:1999,EE,1999,0.19344160345496775
BP_review2022:energy-consumption:EE:2000,EE,2000,0.19927039629174195
BP_review2022:energy-consumption:EE:2001,EE,2001,0.20810342676438714
BP_review2022:energy-consumption:EE:2002,EE,2002,0.20738537010240587
BP_review2022:energy-consumption:EE:2003,EE,2003,0.22616885876159804
BP_review2022:energy-consumption:EE:2004,EE,2004,0.230763342122902
BP_review2022:energy-consumption:EE:2005,EE,2005,0.2320833933494749
BP_review2022:energy-consumption:EE:2006,EE,2006,0.22925750397167624
BP_review2022:energy-consumption:EE:2007,EE,2007,0.2655190119510968
BP_review2022:energy-consumption:EE:2008,EE,2008,0.2442743703840689
BP_review2022:energy-consumption:EE:2009,EE,2009,0.21138230913149678
BP_review2022:energy-consumption:EE:2010,EE,2010,0.2633352388086751
BP_review2022:energy-consumption:EE:2011,EE,2011,0.2626681778078808
BP_review2022:energy-consumption:EE:2012,EE,2012,0.2645379212048387
BP_review2022:energy-consumption:EE:2013,EE,2013,0.27852644069832105
BP_review2022:energy-consumption:EE:2014,EE,2014,0.26632130866621057
BP_review2022:energy-consumption:EE:2015,EE,2015,0.24629730226463598
BP_review2022:energy-consumption:EE:2016,EE,2016,0.2540054865049131
BP_review2022:energy-consumption:EE:2017,EE,2017,0.28173412149174193
BP_review2022:energy-consumption:EE:2018,EE,2018,0.27953169377048215
BP_review2022:energy-consumption:EE:2019,EE,2019,0.2252104571202517
BP_review2022:energy-consumption:EE:2020,EE,2020,0.21137114775842852
BP_review2022:energy-consumption:EE:2021,EE,2021,0.23716470953028682
BP_review2022:energy-consumption:EG:1965,EG,1965,0.33003003451612906
BP_review2022:energy-consumption:EG:1966,EG,1966,0.3472658882580645
BP_review2022:energy-consumption:EG:1967,EG,1967,0.297305311483871
BP_review2022:energy-consumption:EG:1968,EG,1968,0.32082329032258056
BP_review2022:energy-consumption:EG:1969,EG,1969,0.26415061090322584
